"Label (Grouping)","AGE BY EDUCATIONAL ATTAINMENT","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Less than high school graduate","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!High school graduate (includes equivalency)","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Some college or associate's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree"
"        Margin of Error","","(X)","±1.9","±4.5","±4.6","±1.5","(X)","±0.3","±0.7","±1.4","±1.0","±0.9","±1.2","±1.2","±0.8","±1.5","(X)","±1.6","±3.9","(X)","±1.7","±3.7","(X)","±1.6","±2.6","(X)","±1.2","±2.8","","(X)","±0.8","±1.6","(X)","±0.8","±1.6","(X)","±10.6","±7.8","(X)","±31.4","±6.3","(X)","±5.0","±16.6","(X)","±8.3","±16.0","(X)","±16.6","±20.3","(X)","±4.0","±7.7","(X)","±6.5","±7.0","","±4.4","±2.0","±1.8","±0.9","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","4,455","382","1,831","1,987","255","19,487","510","1,202","6,864","3,214","1,795","3,432","2,470","17,775","5,902","3,024","2,859","639","2,883","2,681","985","7,731","6,928","2,313","5,849","5,307","1,965","","18,210","16,673","5,563","17,989","16,522","5,538","359","271","21","41","21","1","168","162","138","18","17","17","160","138","37","531","493","125","574","455","52","","(X)","(X)","(X)","(X)","","43,262","28,250","38,259","40,870","52,216","67,381"
"        Margin of Error","","±103","±129","±241","±242","±99","±122","±102","±201","±356","±279","±253","±299","±284","±242","±380","±116","±119","±161","±53","±93","±171","±95","±162","±254","±77","±116","±221","","±112","±225","±374","±74","±208","±369","±92","±101","±16","±35","±19","±3","±57","±58","±63","±20","±20","±20","±63","±61","±33","±106","±116","±61","±56","±60","±43","","(X)","(X)","(X)","(X)","","±2,443","±4,181","±3,139","±2,228","±9,147","±11,052"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","8.6%","41.1%","44.6%","5.7%","(X)","2.6%","6.2%","35.2%","16.5%","9.2%","17.6%","12.7%","91.2%","30.3%","(X)","94.5%","21.1%","(X)","93.0%","34.2%","(X)","89.6%","29.9%","(X)","90.7%","33.6%","","(X)","91.6%","30.5%","(X)","91.8%","30.8%","(X)","75.5%","5.8%","(X)","51.2%","2.4%","(X)","96.4%","82.1%","(X)","94.4%","94.4%","(X)","86.3%","23.1%","(X)","92.8%","23.5%","(X)","79.3%","9.1%","","27.3%","10.7%","7.6%","3.0%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±2.9","±5.3","±5.3","±2.2","(X)","±0.5","±1.0","±1.9","±1.4","±1.3","±1.5","±1.5","±1.1","±1.9","(X)","±2.7","±5.3","(X)","±2.9","±5.9","(X)","±2.0","±3.4","(X)","±1.8","±3.8","","(X)","±1.2","±2.0","(X)","±1.1","±2.0","(X)","±15.7","±4.8","(X)","±38.8","±9.5","(X)","±4.8","±18.8","(X)","±22.3","±22.3","(X)","±20.6","±18.5","(X)","±7.6","±11.0","(X)","±11.1","±7.5","","±5.3","±2.8","±2.2","±1.4","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","5,389","375","2,030","2,656","328","20,199","280","853","5,925","2,999","2,810","3,591","3,741","19,066","7,332","2,794","2,691","1,309","2,872","2,756","1,172","7,921","7,443","2,777","6,612","6,176","2,074","","19,178","18,108","6,970","18,963","17,935","6,863","138","134","31","17","1","0","259","235","157","41","41","0","62","51","24","504","496","150","447","387","174","","(X)","(X)","(X)","(X)","","35,944","12,934","26,250","32,135","39,925","59,688"
"        Margin of Error","","±108","±127","±351","±385","±106","±118","±71","±187","±384","±253","±277","±342","±343","±230","±440","±95","±107","±160","±96","±104","±146","±92","±208","±267","±42","±99","±194","","±92","±235","±423","±43","±224","±415","±66","±65","±31","±17","±2","±30","±52","±55","±65","±49","±49","±30","±47","±41","±29","±122","±120","±59","±47","±54","±60","","(X)","(X)","(X)","(X)","","±1,930","±4,181","±3,393","±2,616","±5,671","±5,705"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","7.0%","37.7%","49.3%","6.1%","(X)","1.4%","4.2%","29.3%","14.8%","13.9%","17.8%","18.5%","94.4%","36.3%","(X)","96.3%","46.9%","(X)","96.0%","40.8%","(X)","94.0%","35.1%","(X)","93.4%","31.4%","","(X)","94.4%","36.3%","(X)","94.6%","36.2%","(X)","97.1%","22.5%","(X)","5.9%","0.0%","(X)","90.7%","60.6%","(X)","100.0%","0.0%","(X)","82.3%","38.7%","(X)","98.4%","29.8%","(X)","86.6%","38.9%","","28.1%","15.6%","11.2%","3.8%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±2.3","±6.3","±7.2","±2.0","(X)","±0.4","±0.9","±1.9","±1.2","±1.4","±1.7","±1.7","±1.0","±2.1","(X)","±1.8","±5.2","(X)","±1.7","±5.0","(X)","±2.4","±3.3","(X)","±1.4","±3.0","","(X)","±1.1","±2.2","(X)","±1.1","±2.2","(X)","±4.3","±19.9","(X)","±15.2","±77.3","(X)","±6.8","±19.9","(X)","±49.7","±49.7","(X)","±23.5","±36.4","(X)","±2.0","±10.2","(X)","±7.2","±12.5","","±6.4","±2.8","±2.6","±1.0","","(X)","(X)","(X)","(X)","(X)","(X)"
"Putnam County, New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","8,026","1,133","1,946","3,285","1,662","70,537","1,852","2,850","18,591","12,092","5,885","16,480","12,787","65,835","29,267","10,803","10,075","4,340","11,621","10,909","5,931","30,813","29,340","13,431","17,300","15,511","5,565","","59,956","56,699","25,292","55,880","53,077","23,721","2,335","2,188","1,130","199","199","15","1,677","1,354","801","11","11","0","4,351","3,454","1,036","2,008","1,930","993","9,811","8,379","3,081","","(X)","(X)","(X)","(X)","","57,461","25,621","43,160","49,068","75,630","85,983"
"        Margin of Error","","±131","±366","±378","±377","±312","±140","±332","±487","±984","±791","±611","±883","±922","±622","±1,265","±172","±259","±423","±122","±212","±417","±164","±331","±764","±158","±445","±463","","±565","±714","±1,083","±218","±499","±1,041","±285","±278","±181","±130","±130","±17","±142","±164","±174","±17","±17","±30","±578","±527","±260","±415","±406","±252","*****","±262","±353","","(X)","(X)","(X)","(X)","","±2,454","±4,031","±2,711","±4,662","±5,447","±4,658"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","14.1%","24.2%","40.9%","20.7%","(X)","2.6%","4.0%","26.4%","17.1%","8.3%","23.4%","18.1%","93.3%","41.5%","(X)","93.3%","40.2%","(X)","93.9%","51.0%","(X)","95.2%","43.6%","(X)","89.7%","32.2%","","(X)","94.6%","42.2%","(X)","95.0%","42.4%","(X)","93.7%","48.4%","(X)","100.0%","7.5%","(X)","80.7%","47.8%","(X)","100.0%","0.0%","(X)","79.4%","23.8%","(X)","96.1%","49.5%","(X)","85.4%","31.4%","","13.0%","7.9%","5.6%","3.7%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±4.6","±4.6","±4.7","±3.9","(X)","±0.5","±0.7","±1.4","±1.1","±0.9","±1.2","±1.3","±0.8","±1.8","(X)","±1.8","±3.9","(X)","±1.6","±3.6","(X)","±0.9","±2.4","(X)","±2.4","±2.6","","(X)","±0.9","±1.8","(X)","±0.9","±1.9","(X)","±2.9","±8.8","(X)","±17.1","±9.7","(X)","±7.3","±10.5","(X)","±96.0","±96.0","(X)","±5.0","±5.0","(X)","±2.4","±8.7","(X)","±2.7","±3.6","","±4.5","±1.6","±1.3","±0.7","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","4,321","629","1,206","1,615","871","35,054","996","1,705","9,664","6,187","2,481","8,243","5,778","32,353","14,021","5,555","5,090","1,836","5,967","5,407","2,628","15,493","14,751","6,713","8,039","7,105","2,844","","29,783","27,969","12,462","27,676","26,134","11,685","1,194","1,125","517","81","81","0","703","498","171","6","6","0","2,388","1,845","486","899","829","385","5,119","4,258","1,499","","(X)","(X)","(X)","(X)","","68,886","26,661","51,970","67,870","91,954","98,771"
"        Margin of Error","","±115","±216","±324","±321","±234","±136","±218","±354","±633","±532","±356","±565","±611","±433","±690","±146","±202","±314","±105","±193","±288","±130","±225","±471","±93","±250","±265","","±396","±484","±653","±114","±320","±606","±205","±196","±130","±73","±73","±30","±90","±102","±89","±14","±14","±30","±346","±328","±141","±251","±248","±156","*****","±207","±247","","(X)","(X)","(X)","(X)","","±4,127","±4,174","±3,414","±11,637","±10,102","±11,532"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","14.6%","27.9%","37.4%","20.2%","(X)","2.8%","4.9%","27.6%","17.6%","7.1%","23.5%","16.5%","92.3%","40.0%","(X)","91.6%","33.1%","(X)","90.6%","44.0%","(X)","95.2%","43.3%","(X)","88.4%","35.4%","","(X)","93.9%","41.8%","(X)","94.4%","42.2%","(X)","94.2%","43.3%","(X)","100.0%","0.0%","(X)","70.8%","24.3%","(X)","100.0%","0.0%","(X)","77.3%","20.4%","(X)","92.2%","42.8%","(X)","83.2%","29.3%","","9.5%","6.8%","5.1%","3.1%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±5.0","±7.3","±7.3","±5.6","(X)","±0.6","±1.0","±1.8","±1.5","±1.0","±1.6","±1.7","±1.1","±2.0","(X)","±2.7","±5.7","(X)","±2.6","±4.8","(X)","±1.2","±3.0","(X)","±2.8","±3.2","","(X)","±1.2","±2.1","(X)","±1.2","±2.2","(X)","±4.4","±12.7","(X)","±35.0","±35.0","(X)","±10.1","±12.9","(X)","±100.0","±100.0","(X)","±7.5","±5.2","(X)","±5.8","±11.1","(X)","±4.1","±4.8","","±4.4","±1.9","±1.8","±1.1","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","3,705","504","740","1,670","791","35,483","856","1,145","8,927","5,905","3,404","8,237","7,009","33,482","15,246","5,248","4,985","2,504","5,654","5,502","3,303","15,320","14,589","6,718","9,261","8,406","2,721","","30,173","28,730","12,830","28,204","26,943","12,036","1,141","1,063","613","118","118","15","974","856","630","5","5","0","1,963","1,609","550","1,109","1,101","608","4,692","4,121","1,582","","(X)","(X)","(X)","(X)","","47,722","19,929","31,655","41,759","62,089","77,642"
"        Margin of Error","","±48","±219","±204","±256","±210","±45","±202","±264","±681","±549","±418","±674","±604","±354","±876","±104","±163","±308","±103","±132","±275","±120","±245","±510","±89","±259","±304","","±294","±388","±734","±145","±303","±713","±118","±122","±123","±75","±75","±17","±89","±102","±119","±11","±11","±30","±339","±309","±179","±253","±253","±199","*****","±150","±259","","(X)","(X)","(X)","(X)","","±3,359","±6,456","±3,270","±2,512","±7,588","±5,469"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","13.6%","20.0%","45.1%","21.3%","(X)","2.4%","3.2%","25.2%","16.6%","9.6%","23.2%","19.8%","94.4%","43.0%","(X)","95.0%","47.7%","(X)","97.3%","58.4%","(X)","95.2%","43.9%","(X)","90.8%","29.4%","","(X)","95.2%","42.5%","(X)","95.5%","42.7%","(X)","93.2%","53.7%","(X)","100.0%","12.7%","(X)","87.9%","64.7%","(X)","100.0%","0.0%","(X)","82.0%","28.0%","(X)","99.3%","54.8%","(X)","87.8%","33.7%","","17.8%","9.0%","6.1%","4.4%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±5.9","±5.5","±6.9","±5.6","(X)","±0.6","±0.7","±1.9","±1.5","±1.2","±1.9","±1.7","±1.0","±2.5","(X)","±2.4","±5.7","(X)","±1.6","±4.9","(X)","±1.3","±3.2","(X)","±2.6","±3.2","","(X)","±1.0","±2.5","(X)","±1.0","±2.5","(X)","±4.1","±11.4","(X)","±26.7","±14.8","(X)","±6.4","±10.7","(X)","±100.0","±100.0","(X)","±6.2","±7.5","(X)","±0.8","±13.9","(X)","±3.2","±5.5","","±6.7","±2.3","±1.9","±1.1","","(X)","(X)","(X)","(X)","(X)","(X)"
"Queens County, New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","178,495","19,687","45,219","81,773","31,816","1,730,502","173,680","125,667","461,885","247,072","135,146","363,463","223,589","1,431,155","587,052","374,398","344,102","175,667","329,623","285,783","130,160","642,668","521,747","185,892","383,813","279,523","95,333","","611,122","538,572","249,536","463,372","425,524","219,483","303,348","267,309","80,391","8,692","6,639","1,640","455,118","357,506","181,453","876","574","241","231,976","161,597","37,938","119,370","98,958","35,853","446,748","330,974","86,149","","(X)","(X)","(X)","(X)","","44,653","26,602","34,491","43,110","60,285","78,283"
"        Margin of Error","","±231","±1,266","±1,600","±1,966","±1,389","±231","±3,775","±3,223","±5,913","±3,991","±2,790","±5,158","±3,767","±5,216","±6,381","±290","±1,511","±2,581","±132","±1,768","±2,718","±215","±2,867","±3,168","±146","±2,529","±2,650","","±4,379","±4,151","±3,564","±1,278","±1,894","±2,925","±2,483","±2,673","±2,500","±816","±669","±313","±2,148","±3,127","±3,601","±337","±240","±139","±4,926","±4,628","±1,966","±4,528","±3,955","±2,371","*****","±2,821","±2,560","","(X)","(X)","(X)","(X)","","±288","±369","±451","±486","±986","±951"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.0%","25.3%","45.8%","17.8%","(X)","10.0%","7.3%","26.7%","14.3%","7.8%","21.0%","12.9%","82.7%","33.9%","(X)","91.9%","46.9%","(X)","86.7%","39.5%","(X)","81.2%","28.9%","(X)","72.8%","24.8%","","(X)","88.1%","40.8%","(X)","91.8%","47.4%","(X)","88.1%","26.5%","(X)","76.4%","18.9%","(X)","78.6%","39.9%","(X)","65.5%","27.5%","(X)","69.7%","16.4%","(X)","82.9%","30.0%","(X)","74.1%","19.3%","","18.3%","12.0%","9.4%","5.6%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±0.7","±0.9","±1.1","±0.8","(X)","±0.2","±0.2","±0.3","±0.2","±0.2","±0.3","±0.2","±0.3","±0.4","(X)","±0.4","±0.7","(X)","±0.5","±0.8","(X)","±0.4","±0.5","(X)","±0.7","±0.7","","(X)","±0.4","±0.5","(X)","±0.4","±0.6","(X)","±0.5","±0.7","(X)","±3.6","±3.5","(X)","±0.6","±0.8","(X)","±11.6","±11.3","(X)","±1.0","±0.7","(X)","±1.1","±1.7","(X)","±0.6","±0.6","","±0.7","±0.5","±0.4","±0.3","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","88,979","11,430","25,059","40,168","12,322","831,172","78,890","63,605","230,445","124,869","62,223","173,098","98,042","688,677","271,140","187,033","169,801","78,386","165,052","142,287","59,592","314,307","254,181","87,479","164,780","122,408","45,683","","300,232","263,107","119,781","227,551","208,941","106,546","134,620","118,058","30,337","4,636","3,395","802","215,779","173,869","87,709","412","187","72","116,514","80,899","16,358","58,979","49,162","16,081","223,468","163,944","37,727","","(X)","(X)","(X)","(X)","","47,716","30,982","39,186","47,357","64,274","84,823"
"        Margin of Error","","±223","±936","±1,152","±1,289","±871","±223","±2,443","±2,109","±3,685","±2,682","±1,991","±2,963","±2,286","±3,345","±3,468","±262","±1,130","±1,451","±111","±1,171","±1,553","±155","±1,910","±2,097","±75","±1,443","±1,711","","±2,546","±2,280","±2,238","±720","±1,131","±1,976","±1,313","±1,558","±1,470","±543","±409","±168","±1,266","±2,031","±2,105","±201","±120","±59","±2,865","±2,613","±1,177","±2,546","±2,350","±1,335","*****","±2,014","±1,704","","(X)","(X)","(X)","(X)","","±653","±773","±753","±1,083","±1,136","±1,764"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","12.8%","28.2%","45.1%","13.8%","(X)","9.5%","7.7%","27.7%","15.0%","7.5%","20.8%","11.8%","82.9%","32.6%","(X)","90.8%","41.9%","(X)","86.2%","36.1%","(X)","80.9%","27.8%","(X)","74.3%","27.7%","","(X)","87.6%","39.9%","(X)","91.8%","46.8%","(X)","87.7%","22.5%","(X)","73.2%","17.3%","(X)","80.6%","40.6%","(X)","45.4%","17.5%","(X)","69.4%","14.0%","(X)","83.4%","27.3%","(X)","73.4%","16.9%","","14.5%","9.5%","8.2%","5.2%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±1.1","±1.3","±1.5","±1.0","(X)","±0.3","±0.3","±0.4","±0.3","±0.2","±0.4","±0.3","±0.4","±0.4","(X)","±0.6","±0.8","(X)","±0.7","±0.9","(X)","±0.6","±0.7","(X)","±0.9","±1.0","","(X)","±0.5","±0.7","(X)","±0.5","±0.9","(X)","±0.7","±1.0","(X)","±5.4","±3.8","(X)","±0.9","±1.0","(X)","±19.5","±13.1","(X)","±1.2","±0.9","(X)","±1.5","±2.0","(X)","±0.9","±0.8","","±0.8","±0.6","±0.6","±0.3","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","89,516","8,257","20,160","41,605","19,494","899,330","94,790","62,062","231,440","122,203","72,923","190,365","125,547","742,478","315,912","187,365","174,301","97,281","164,571","143,496","70,568","328,361","267,566","98,413","219,033","157,115","49,650","","310,890","275,465","129,755","235,821","216,583","112,937","168,728","149,251","50,054","4,056","3,244","838","239,339","183,637","93,744","464","387","169","115,462","80,698","21,580","60,391","49,796","19,772","223,280","167,030","48,422","","(X)","(X)","(X)","(X)","","42,087","21,541","29,133","39,424","55,965","74,350"
"        Margin of Error","","±75","±812","±1,140","±1,223","±918","±75","±2,367","±2,310","±3,756","±2,548","±2,058","±3,697","±2,479","±3,095","±4,131","±96","±938","±2,033","±82","±1,167","±1,917","±157","±1,694","±2,012","±124","±1,831","±1,538","","±2,276","±2,385","±1,990","±760","±1,147","±1,625","±1,519","±1,704","±1,897","±528","±460","±239","±1,359","±1,968","±2,399","±198","±180","±118","±2,892","±2,684","±1,438","±2,701","±2,435","±1,678","*****","±1,738","±1,620","","(X)","(X)","(X)","(X)","","±468","±516","±821","±852","±1,088","±1,262"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
